sentence_1,sentence_2,label
"[5091, 4850, 4299, 588, 2919, 4532, 824, 9513, 9876, 588, 2508, 9876, 10118]","[5091, 4850, 6993, 4299, 588, 4532]",1
"[10028, 7579, 6480, 824, 588, 3479, 2416, 2520, 9360, 8021, 5486, 3818, 5413, 9355]","[6465, 7579, 9854, 10781, 315, 6053, 9360]",1
"[8387, 355, 7965, 10100, 588, 1136]","[8387, 10343, 9854, 3276, 2169, 2602]",0
"[2566, 7986, 824, 6251, 6881, 1775, 2674, 2672, 588, 4153, 2249, 5267, 6053, 7419, 10266, 1500, 8956, 47]","[10209, 155, 7830, 6881]",0
"[5091, 10609, 9876, 6779, 4841, 3725, 8956, 588, 164, 824, 2169, 8362, 9876, 4083, 1915]","[6465, 6779, 6778, 2869, 8956, 588, 164, 4721, 8279, 4083, 1915]",1
"[5091, 4850, 2520, 588, 8879, 6877, 6053, 588, 501, 6974, 588, 5393, 518, 6053, 588, 309]","[9291, 5393, 2249, 4850, 9854, 10451]",1
"[9484, 481, 5393, 5105, 824, 2736, 6443, 2579, 2249, 588, 9846, 1215, 9193, 6993, 9389, 6053, 588, 4628, 8601, 3368, 8956, 588, 2910, 8879]","[5091, 5393, 5806, 6443, 2579]",1
"[5091, 5393, 8839, 6053, 588, 9228]","[5091, 4850, 1044, 2520, 707, 1354]",0
"[5091, 355, 4850, 6993, 9389, 2672, 2169, 7471, 9876, 588, 4306, 864, 2912, 6053, 588, 10258]","[5091, 4850, 7659]",1
"[5091, 2416, 4143, 3127, 7485, 824, 4506, 5320]","[5091, 2416, 6993, 8175, 6053, 8279, 1978, 3966]",0
"[8387, 6508, 4924, 3172, 6053, 2169, 6468, 6072, 2672, 10715, 10126, 824, 5421, 9193, 10359, 2249, 6598, 10809, 2169, 4706, 824, 588, 9846, 9193, 5421, 10359, 2912, 6053, 588, 10258]","[8387, 6508, 9854, 10451, 4924, 3172]",1
"[5091, 4850, 824, 5716, 9371, 6993, 2761, 8705, 2169, 5304]","[9564, 824, 5716, 9371, 3368, 8956, 6460]",1
"[5091, 10264, 2520, 4789, 6758, 4246, 6053, 588, 177]","[5091, 10264, 2433, 8956, 3286, 2041, 9876, 2169, 4615, 8088, 1716]",0
"[5091, 7065, 9755, 5024, 8815, 4313, 8352, 8956, 10109, 3044, 8815, 8829]","[5091, 7065, 9755, 87, 8815, 8829]",1
"[5091, 9657, 4850, 3257, 3234, 824, 2169, 1928, 9769, 8667, 588, 2851, 6473, 2249, 5702, 2038]","[9291, 4850, 6993, 6540, 1308, 6710, 8956, 1724]",0
"[9691, 6993, 588, 5393, 5167, 6053, 588, 2101]","[5091, 5393, 6993, 5167]",1
"[2598, 8419, 3616, 7965, 6480, 160, 824, 588, 9007]","[1636, 6480, 552]",0
"[9291, 1828, 2289, 6053, 2169, 8330, 10232, 7189, 824, 2169, 5543]","[10414, 6480, 10451]",1
"[9484, 4832, 9614, 639, 7116, 8956, 10343]","[9484, 4832, 9614, 639, 7116]",1
"[5091, 2629, 9903, 5974, 2520, 588, 7125, 3822, 2672, 2169, 3121, 2249, 154, 3191, 4721, 2705]","[5091, 2629, 6993, 7354, 4110, 8574, 1513, 824, 4616]",0
"[5091, 459, 7621, 7773, 8071, 588, 1929, 824, 2169, 9627]","[9291, 7621, 7773, 668, 2169, 501]",0
"[5091, 355, 2851, 5145, 4818, 10631, 6053, 2169, 501, 2520, 707, 948, 2672, 707, 6032]","[9291, 4818, 7830, 459, 8746]",0
"[9291, 4863, 9949, 6634, 6993, 4455, 2520, 588, 459, 162, 2249, 588, 9846, 1971]","[9691, 6993, 588, 4455, 5257, 7257]",1
"[5091, 9193, 2075, 5421, 5393, 6615, 4205, 9634, 2922, 4846, 4552, 7297, 9769, 10126, 9614, 6615, 1421, 10350, 824, 707, 9575]","[5091, 9193, 2075, 5421, 3818, 290, 6615, 4205, 9634, 2922, 4846, 4552, 7297]",0
"[5091, 10609, 9876, 481, 7986, 1044, 588, 9007, 9876, 5160, 10266, 824, 588, 4024, 3852, 9145]","[9291, 7986, 9854, 1044, 588, 9007]",1
"[9891, 7986, 9854, 2994, 2672, 588, 5342, 4326]","[5091, 5178, 7986, 2869, 2672, 588, 4326]",1
"[5091, 5393, 824, 588, 2669, 8667, 588, 2851, 2541, 2423, 2520, 862, 4591, 8874, 824, 5421, 6053, 10678, 6993, 6072, 2672, 5398, 5133, 10685, 9769, 4299, 3797, 588, 8471, 2520, 2169, 4156, 3566, 824, 2851, 6053, 10678, 2249, 2169, 9667, 10386, 2041, 9876, 2169, 10685]","[5091, 5393, 6993, 374, 6072, 2672, 5398]",1
"[5091, 997, 4850, 4623, 53, 6993, 2761, 10451, 9876, 588, 8340]","[5091, 997, 4850, 2761, 10451, 9876, 588, 8340]",1
"[8387, 10343, 9854, 1044, 6053, 2169, 4531, 2672, 588, 6488]","[8387, 10343, 1044, 6053, 2169, 4531]",1
"[8387, 8507, 824, 588, 6496, 8674, 8071, 2169, 6481]","[8387, 6778, 9854, 8396, 10801, 402, 7297]",0
"[9650, 3209, 588, 4469, 9876, 588, 5393, 2672, 2169, 3216, 10432, 1421, 9109, 824, 2169, 10489, 9769, 2169, 8672, 6993, 2210, 1835, 7580]","[5091, 5393, 6993, 6053, 2169, 3216]",1
"[5091, 355, 9614, 824, 588, 9846, 3528, 2249, 8867, 991, 8395, 6993, 4299, 4205, 7518]","[5091, 355, 9614, 6993, 5370, 392, 3694, 8418, 874]",0
"[2566, 355, 7965, 1741, 588, 8737, 824, 2169, 392, 9876, 588, 2943, 2520, 6349, 9876, 589]","[2566, 7965, 9854, 6014, 2169, 2943, 2520, 53, 9876, 10338]",0
"[4684, 1052, 7986, 2761, 10451, 588, 2135]","[5091, 10609, 9876, 7986, 2761, 2672, 2169, 8336, 9876, 588, 2135]",1
"[5091, 5393, 824, 588, 7826, 2520, 4928, 824, 2169, 7088, 2249, 588, 10768, 7626, 6072, 2041, 2169, 2221, 9876, 2169, 7826, 1149, 8956, 3220, 10682, 8956, 621, 2169, 10008, 9876, 588, 10411, 1105, 9638, 9636, 9876, 9753]","[9291, 5393, 6993, 9315, 6053, 2169, 2101]",0
"[8387, 10714, 4850, 7004, 6053, 2169, 6032, 9876, 2169, 4083, 824, 10385, 3211, 2249, 9846, 10026, 6072, 2672, 5398, 824, 2169, 3793]","[5867, 824, 2169, 10714, 1434, 3211]",1
"[5091, 5393, 5743, 4320, 588, 2135, 6974, 588, 785, 501]","[9291, 5393, 6993, 1302, 4441, 2169, 5266, 9267]",0
"[5091, 5421, 5393, 824, 8815, 10023, 3548, 1044, 2169, 2882, 2249, 6929]","[10209, 155, 6993, 7994]",0
"[8673, 8594, 9614, 824, 1530, 937]","[8673, 8594, 9614, 6993, 10451]",1
"[5091, 4850, 6993, 5356, 588, 5870, 824, 588, 3148, 8470, 9876, 9638, 5672, 9769, 10595, 7986, 5020, 8788, 8523, 707]","[9291, 4850, 6993, 6014]",0
"[2553, 5393, 8839, 6053, 2169, 2209, 9876, 588, 1151, 3126, 4299, 588, 3698, 2907, 6993, 6412, 8574, 10091, 8705, 3034, 5393, 5402, 1149, 8956, 3220, 326, 824, 2169, 10489, 3616, 588, 2975, 9122, 6053]","[9291, 5393, 6993, 9315, 2672, 2169, 6637, 9876, 2169, 6481]",0
"[5489, 6072, 7986, 1465, 588, 5531]","[7894, 5535, 8279, 242, 5157, 5531]",0
"[9291, 4029, 824, 2169, 2851, 9193, 6993, 2763, 2041, 2169, 1699, 9982, 120, 99, 8956, 7808, 588, 9071]","[9291, 5393, 6993, 1044, 1156]",0
"[5091, 7626, 824, 588, 2851, 2849, 10619, 10, 3797, 8956, 3837, 588, 7810, 9876, 6453, 1440]","[5091, 7626, 6993, 8667, 7478]",1
"[5091, 7626, 10, 6053, 588, 10385, 5974, 4531, 4383, 2169, 9224, 5681]","[5091, 7626, 6993, 1044, 6053, 588, 5974, 4531]",1
"[8387, 5318, 9854, 824, 588, 6519, 7153, 10126, 6993, 507, 588, 4825, 1105, 588, 3220, 9485]","[7778, 2169, 4205, 4850, 824, 6519, 7153, 10126, 7133, 4825, 1105, 3220, 9485]",1
"[9691, 9854, 4205, 9982, 861, 10457, 824, 588, 5797, 9007]","[6465, 7986, 9854, 1044, 654]",1
"[9891, 6508, 2761, 6974, 588, 785, 7650]","[9891, 6508, 9854, 2761]",1
"[2553, 5393, 6993, 7203, 588, 3018, 2249, 2169, 4706, 5393, 6993, 6234, 1421, 1509]","[5091, 5393, 6993, 7203]",1
"[5091, 355, 5870, 6993, 4299, 1442, 2169, 392, 9876, 588, 4746, 1992, 9539]","[5091, 5870, 6993, 3661, 3447, 3132, 952, 2520, 2169, 9539]",0
"[5091, 355, 5393, 4299, 588, 9224, 2602, 8016, 7647, 588, 6888, 824, 9513, 9876, 588, 997, 2160, 2135]","[5091, 355, 5393, 6993, 4299, 588, 7928, 10621]",0
"[1578, 10701, 10172, 2520, 588, 5346, 1419, 7507, 824, 588, 9483]","[9691, 9854, 7986, 10469, 668, 588, 6311, 2898]",0
"[5091, 7621, 10, 9903, 588, 6989, 824, 2169, 9627]","[5091, 7621, 9647, 9903, 588, 6989]",1
"[9691, 9854, 5797, 6263, 8405, 588, 5797, 7345, 824, 588, 9627, 5967, 5543]","[6465, 7986, 9854, 4160, 6053, 588, 7345]",1
"[2566, 6508, 824, 2132, 3774, 1044, 1156, 6053, 588, 3216, 2520, 7024, 6780, 5357, 824, 2169, 7088]","[10209, 155, 6993, 5357]",0
"[9291, 10715, 925, 1629, 1849, 1362, 3480, 2279, 10806, 2249, 9854, 9903, 5343]","[9291, 10715, 1362, 6549, 997, 8697, 8574, 9069]",1
"[8387, 6778, 2520, 7338, 4006, 8956, 8279, 392, 7004, 6053, 2169, 501, 3607, 2520, 4205, 4706, 7986, 8523, 8528]","[5091, 4850, 8603, 588, 2541, 8956, 707, 7396]",0
"[8387, 7011, 3907, 2936, 2455, 588, 10685]","[9291, 7986, 9854, 10427, 588, 10685]",1
"[5091, 5870, 1572, 588, 4495, 1105, 2169, 10489]","[9291, 5870, 6993, 1044, 2520, 588, 4495]",1
"[7320, 6778, 824, 2782, 1990, 7485, 9582, 3731, 2455, 6861, 824, 9513, 9876, 588, 6311, 312]","[9291, 6778, 9854, 8561, 3797]",1
"[5091, 9614, 824, 9846, 10735]","[5091, 683, 10735]",1
"[5091, 5393, 7833, 8705, 588, 230, 2249, 4706, 905, 10571, 6993, 3539, 1421, 2093, 668, 1189, 1138, 7347, 824, 588, 2851, 6053, 5804, 7950]","[5091, 5393, 7833, 8705, 588, 230, 2249, 4706, 10571, 6993, 824, 1421, 7950, 824, 1138, 7347]",1
"[5091, 5393, 824, 588, 10385, 9193, 701]","[5091, 5393, 824, 588, 10385, 9193, 6993, 824, 588, 701, 1736]",1
"[5091, 4850, 2520, 8995, 8746, 6615, 588, 1214, 3616, 10328, 6877, 824, 9513, 9876, 588, 4153, 2910, 9876, 8770]","[5091, 10172, 4850, 6993, 6072, 2672, 358]",1
"[2920, 588, 8915, 4153, 588, 852, 7626, 6993, 8667, 588, 1841, 6053, 1421, 10350]","[9291, 1941, 6993, 2672, 588, 4153]",1
"[5091, 4850, 1044, 1156, 824, 2169, 8362, 9876, 600, 2169, 1156]","[9291, 4617, 6993, 4019, 6525, 9769, 9818, 10066, 701, 5579]",0
"[9291, 6077, 2876, 9854, 2761, 824, 7560, 9627]","[9691, 9854, 6077, 2876, 824, 2169, 9627]",1
"[6465, 9876, 10253, 7986, 2659, 2672, 2169, 3966, 1500, 9854, 2659, 2455, 2169, 3665, 3966, 2907, 6993, 10215, 374, 5487, 3380, 8956, 9642, 2249, 1325, 8956, 1325, 587, 1405, 7735]","[3952, 8936, 2672, 2169, 3966, 1500, 8956, 1325, 8956, 1325, 587, 1405, 7735]",1
"[5091, 4850, 4610, 588, 6250]","[5091, 4850, 6993, 2672, 588, 9251, 1932, 8956, 315]",0
"[5515, 8667, 588, 10215, 374, 4447, 10619, 6993, 3797, 8956, 4329, 824, 588, 2541, 9007]","[5515, 4143, 2541]",1
"[5091, 4131, 8059, 7830, 6077, 6961, 2907, 9854, 3515, 824, 10489, 9769, 10126, 6993, 824, 1421, 2919]","[5091, 5393, 6993, 1119, 8956, 3207, 8631, 6961, 8956, 9818, 5864]",0
"[5091, 355, 5393, 2249, 588, 2684, 6179, 7626, 9854, 9389, 6053, 2169, 6186, 5428, 588, 1968, 2520, 588, 2237, 5977, 3822, 824, 2169, 7088]","[5091, 5634, 2249, 588, 355, 7626, 9854, 5428, 9470, 4843]",1
"[5091, 10768, 7626, 1044, 2520, 4612, 824, 2169, 8518, 9769, 1421, 5911, 8419, 7580, 824, 2169, 392]","[5091, 7626, 9315, 824, 2169, 465]",0
"[5091, 10609, 9876, 7986, 1419, 3797, 2249, 4767, 824, 2630, 1044, 6450]","[4684, 1052, 7986, 9854, 8561, 3797, 824, 6881, 2249, 9854, 1044, 1674, 9180]",1
"[5091, 9614, 824, 5974, 6153, 7830, 8810, 588, 2160, 5133, 8815, 4970, 5391, 9876, 5974]","[5091, 9614, 824, 7830, 8810, 588, 2160, 5133, 8815, 4970, 5391, 9876, 5974]",1
"[6919, 9851, 6450, 5494, 824, 1944, 1367, 10073, 4843]","[5091, 9409, 6993, 1044, 9851, 6450]",1
"[5091, 5421, 2249, 588, 5421, 7621, 9854, 10001]","[9291, 7514, 9854, 1044, 10451]",0
"[8387, 355, 7965, 10126, 824, 588, 9846, 7471, 2249, 10359, 2169, 4706, 824, 588, 459, 1841, 7485, 7471, 2249, 9846, 10359, 4299, 588, 5551, 2520, 2169, 4156, 8999, 8001, 6053, 10678, 9769, 2761, 824, 588, 2975]","[8387, 7965, 9854, 824, 588, 2975, 2249, 4299, 588, 5551]",1
"[5091, 9973, 5919, 4258, 824, 588, 671, 4495, 7370, 1607, 3828]","[2954, 7370, 5873, 5823, 2169, 5347, 2249, 8500, 10678, 392, 2455, 588, 2295]",0
"[5091, 355, 6578, 8325, 9395, 2169, 2679, 9876, 1421, 2882]","[5091, 355, 683, 4143, 2169, 2882]",1
"[5091, 4506, 2910, 9876, 7986, 2672, 588, 8426]","[5091, 4506, 6993, 8418]",0
"[5091, 4850, 6993, 946, 668, 6053, 707, 4487, 2520, 4560, 10781, 588, 10774, 953, 9769, 1044, 2520, 588, 9831, 8746]","[8387, 6778, 10774, 6053, 2169, 6468]",0
"[5091, 7626, 824, 588, 8995, 10385, 3548, 5909, 2520, 588, 355, 9614, 824, 588, 1082, 10385, 9233]","[9691, 6993, 5232, 6941, 2169, 5696]",0
"[5091, 10517, 10266, 5347, 2306, 6049, 7496, 6053, 2169, 5543, 3616, 3034, 2306, 7773]","[10209, 155, 6993, 2302]",0
"[8387, 355, 6508, 9854, 7800, 2520, 588, 6111, 8956, 588, 10609, 9876, 355, 7965]","[8387, 355, 7986, 9854, 7800, 2520, 588, 6111, 8956, 588, 10609, 9876, 355, 7965]",1
"[5091, 4850, 824, 588, 6598, 9193, 7957, 4245, 588, 4546, 1082]","[5091, 4850, 1434, 588, 10385, 1419, 9769, 7957, 4245, 588, 4546, 1082]",0
"[2566, 7986, 9854, 5570, 4710, 8071, 6053, 588, 3992, 8838, 2520, 10215, 374, 1955, 824, 2169, 1488]","[10247, 7832, 8956, 7484, 2169, 4495, 7878]",0
"[5091, 355, 4850, 2520, 8106, 4552, 5712, 2249, 7003, 6993, 2659, 2672, 588, 2135]","[9291, 4850, 6993, 2659]",1
"[8387, 5556, 7986, 9854, 10225, 2672, 588, 9081, 2520, 1841, 9416, 2831, 9903, 2169, 6186]","[8387, 5556, 7986, 7986, 10225, 2672, 588, 9081]",1
"[5091, 2813, 7621, 7773, 824, 9627]","[9291, 7621, 7773, 6053, 2169, 9627]",1
"[5091, 852, 9614, 10631, 4245, 3034, 2520, 588, 10258]","[5091, 9614, 6993, 6053, 707, 10258, 9769, 3034, 10631, 4245]",1
"[5091, 4850, 6236, 588, 7626, 8956, 2368, 2169, 3132, 952]","[2902, 10018, 6236, 707, 1354, 6480, 2672, 2169, 8518]",1
"[5091, 4850, 824, 588, 9846, 9193, 2249, 7003, 8839, 10451, 824, 588, 9539, 2520, 588, 138, 6053, 707, 1973]","[9291, 138, 8839, 7966, 2169, 2209]",1
"[5091, 5393, 6877, 6053, 588, 1790, 5778, 4299, 588, 7707]","[5091, 5393, 6877, 6053, 588, 8406, 6314, 4299, 2169, 7707]",0
"[9291, 7621, 6993, 9647, 6053, 8956, 2169, 4487]","[9291, 7257, 6993, 9017, 6053, 2169, 2923]",1
"[5091, 5393, 6072, 824, 2169, 3621, 9769, 504, 1421, 10350]","[5091, 683, 6072]",1
"[8387, 6508, 9854, 4338, 3616, 726, 7466, 8956, 3220, 1932, 8956, 6547, 315, 10164]","[8387, 6508, 9854, 4338]",1
"[3952, 7957, 2249, 2761, 4392, 588, 997, 6054, 4205, 1828, 2761, 824, 9513, 9876, 2169, 6054]","[3952, 9854, 6974, 588, 6054]",1
"[8387, 1828, 9854, 10781, 5398, 2041, 9876, 10801]","[8387, 1828, 1044, 824, 2169, 8518, 824, 2169, 4551]",0
"[5091, 5393, 824, 7003, 2520, 588, 459, 9671, 6993, 7203, 588, 3018, 2249, 4369, 1421, 162, 3616, 6122, 9401, 2965, 3447, 588, 501, 7004]","[9691, 9854, 9720, 10451]",1
"[5091, 4850, 824, 588, 4581, 9193, 5361, 8791, 2088]","[9291, 4850, 6993, 10781, 10037]",1
"[4593, 5393, 6993, 5370, 588, 6290, 2520, 1421, 4484]","[5091, 5393, 6993, 6053, 588, 4484]",1
"[9691, 6993, 588, 6067, 2249, 8087, 2520, 4205, 1828, 588, 4850, 2249, 588, 5393, 4623, 588, 7707, 2761, 6053, 588, 3148, 6264, 8066]","[5115, 5655, 588, 7813, 8956, 3286]",0
"[5091, 5393, 6993, 8667, 10385, 4797, 2761, 6053, 588, 2101, 8978]","[5091, 5393, 6993, 5370, 9647, 9818, 2579, 824, 4546]",0
"[5091, 5393, 824, 588, 9224, 9193, 459, 4707, 2249, 8468, 8839, 824, 588, 6106, 4334, 2912, 2520, 4611, 824, 2169, 9267, 9769, 6072, 2672, 2169, 3983]","[5091, 5393, 824, 588, 9224, 9193, 459, 4707, 2249, 8468, 8839, 8660, 7349, 3616, 588, 3983, 1776, 1421, 6528]",1
"[5091, 4850, 6615, 2169, 2919, 9876, 588, 5342, 9614, 2249, 1893, 8563, 2169, 3248]","[4126, 6156, 6962, 6053, 9175]",0
"[10414, 6480, 824, 588, 1644, 9769, 6261, 2869, 6053]","[10414, 6480, 824, 588, 1644]",1
"[5091, 4850, 6993, 9089, 588, 9831, 6131, 7966, 1421, 10350]","[5091, 6508, 7830, 707, 9575, 6053, 588, 9831, 6131]",1
"[4916, 8345, 7957, 6053, 588, 785, 1853, 501]","[5544, 7957, 6053, 588, 785, 1853, 501]",0
"[5091, 10609, 9876, 7986, 9854, 2659, 10451]","[9691, 9854, 7986, 9406, 1211]",0
"[1955, 7986, 9389, 6053, 5048, 249, 9854, 365, 374, 1955, 7986, 824, 459]","[398, 7986, 9854, 9389, 6053, 588, 9228]",0
"[5091, 4850, 2520, 8995, 8746, 10631, 3044, 588, 9627, 5967, 5543, 6053, 588, 1929, 2520, 8084, 2919, 9747]","[5091, 4850, 5523, 3209, 4110, 588, 7110]",0
"[9564, 824, 10385, 9233, 7196, 2919, 10313]","[9291, 4850, 6993, 8175, 6053, 8815, 6407]",0
"[5091, 683, 7214, 6053, 588, 997, 5246, 824, 2169, 6481]","[3092, 6704, 6053, 588, 997, 5246, 5494, 3220, 6308]",1
"[5091, 5393, 6053, 6540, 1308, 1931, 8561, 3616, 588, 6634, 2520, 7478, 6053, 6615, 2169, 6634, 10350, 9769, 2659, 8523, 588, 10609, 9876, 7986]","[5091, 5393, 6993, 8561, 3797]",1
"[5091, 5883, 1207, 7111, 5393, 1470, 1436, 10087, 10815, 588, 4202, 10594, 2455, 2123, 9793]","[5091, 5393, 1470, 1436, 6993, 2003, 10026]",0
"[8387, 6778, 824, 5421, 8629, 1362, 217, 7297]","[8013, 9854, 4623, 5398]",1
"[2566, 355, 6508, 7957, 668, 2169, 501, 2520, 997, 7096, 3209]","[2566, 6778, 9854, 7957, 668, 2169, 501, 2520, 217, 7297]",0
"[9564, 824, 588, 9224, 2249, 9846, 5062, 2728, 1219, 824, 588, 9539, 2520, 588, 3665, 8879, 4299, 588, 5396, 10490, 9876, 7551]","[9291, 4850, 6993, 9374, 7485]",1
"[10122, 4846, 4262, 1828, 9854, 6053, 588, 5543, 1067, 1932, 8956, 588, 2230, 376, 2455, 10126, 9614, 5402, 6993, 2936, 2455, 2169, 4075]","[10658, 1828, 9854, 2831, 9315]",0
"[8387, 6778, 824, 482, 540, 7875, 3264, 10801, 5133, 8510, 3345]","[9291, 6778, 2368, 3480, 1362, 51, 5742, 5216]",0
"[9891, 2876, 6480, 2520, 588, 4495, 6053, 588, 5543]","[9291, 6077, 2876, 9854, 9389, 4441, 8279, 6357, 9244, 4088, 8279, 6060, 4478, 1835, 5060]",0
"[5091, 4850, 2520, 8106, 8746, 2249, 8815, 482, 9233, 5261, 588, 2851, 9374, 6053, 588, 7478, 5399]","[5091, 4850, 6993, 4799, 7478, 6053, 588, 7478, 5399]",0
"[8387, 6508, 9854, 4088, 2672, 588, 4153, 2520, 588, 9846, 4153, 4459]","[9691, 9854, 7986, 4088]",1
"[8387, 6508, 2520, 3454, 8991, 7110, 9140, 2169, 1500, 2455, 9898, 8471]","[8387, 7986, 9854, 7957, 10451]",1
"[8387, 4841, 8667, 10154, 10026, 2646, 2672, 8279, 4757, 5610]","[9291, 7986, 2672, 2169, 4757, 5610, 5825, 8396, 7348, 5216]",0
"[5091, 10768, 4262, 7626, 824, 9846, 9193, 2761, 2672, 2169, 7448, 5574, 2277, 6825, 6225, 8956, 2169, 3983]","[9291, 4262, 7626, 6993, 2761]",1
"[3952, 1775, 6053, 2169, 7898, 10507, 8815, 401]","[3952, 7004, 9769, 10507, 588, 10524]",0
"[5091, 355, 5870, 4143, 2520, 588, 8496, 824, 588, 5543, 2520, 3034, 5870, 2249, 4205, 6261]","[9691, 9854, 8330, 6261, 824, 588, 5543]",0
"[5091, 355, 4850, 824, 588, 9846, 5251, 3798, 2782, 4764, 7180, 588, 8755, 6700, 8318, 824, 588, 585]","[9291, 4850, 6993, 10451]",0
"[5091, 5421, 5393, 2761, 6053, 2169, 3216, 2520, 588, 3665, 3341, 149]","[5091, 9409, 10717, 10209, 4236, 824, 588, 8518]",0
"[5091, 10609, 9876, 1828, 1792, 4843, 8956, 8419, 588, 4262, 6480]","[6465, 5590, 9854, 6890, 8279, 5023, 2672, 2416, 8794]",0
"[5091, 471, 9876, 2587, 1828, 824, 232, 5079, 2018, 8956, 8957, 1105, 588, 5385, 1644]","[10414, 9854, 2672, 588, 1644]",1
"[8387, 6778, 9854, 9389, 824, 8815, 3268, 2659, 9145, 10536, 824, 2570]","[8387, 6508, 9854, 9389, 824, 8815, 3268, 2659, 9145, 10536, 824, 2570]",0
"[2553, 5393, 5576, 8326, 588, 4449, 4233, 3327, 9769, 3034, 10126, 2433, 8956, 2906, 10678, 3447, 7580, 824, 2691, 4057]","[9291, 6778, 9854, 1044, 4449, 4233, 3327, 4843]",1
"[10247, 9854, 10457, 824, 588, 4653, 3992]","[10247, 2558]",1
"[8387, 6779, 4841, 6053, 7471, 9876, 588, 3338, 2135, 588, 1090]","[8387, 4841, 2135, 588, 5834, 4392, 588, 6247]",0
"[5091, 5393, 2249, 588, 5870, 9854, 2761, 6974, 588, 7621, 5402, 6993, 9647]","[5091, 5393, 2249, 5870, 9854, 2613, 2562, 7621]",0
"[5091, 5393, 2520, 588, 7621, 6993, 9389, 6053, 588, 9228]","[5091, 5393, 7773, 9769, 1044, 1664, 2520, 1421, 7621]",0
"[5091, 4850, 1149, 8956, 3220, 5254, 3447, 7180, 8815, 8829]","[5091, 4850, 9160, 3797, 588, 10722, 2520, 2904]",0
"[5091, 5393, 2249, 4205, 6508, 9854, 2831, 10373, 6053, 588, 1213, 9872, 5272]","[5091, 5393, 2249, 4205, 4850, 5825, 10373, 4843, 6053, 5272]",1
"[5091, 5393, 824, 10385, 10451, 6053, 2169, 7110, 8747, 3613, 668, 4299, 588, 3665, 4601, 6407, 3616, 10146, 10678, 5494, 10100]","[9691, 6993, 588, 5393]",1
"[4593, 10768, 138, 9614, 8561, 6587, 10499, 824, 5062, 10749, 10229, 146, 6993, 8132, 3678, 2907, 10126, 9643, 7481, 7439, 6993, 2258, 707, 3788, 925, 707, 489, 10320]","[9691, 6993, 588, 138, 824, 5062, 10749, 10229, 146]",1
"[5091, 4818, 258, 5766, 8956, 588, 9831, 7446, 824, 588, 3200, 9267]","[9291, 258, 6993, 4818]",1
"[10414, 9854, 1044, 824, 588, 8518, 2520, 588, 997, 8247, 5974, 6054, 4943, 5974, 2041, 9876, 9666, 824, 2169, 3195, 6053, 588, 1400, 5646, 1022]","[10414, 9854, 1044]",1
"[8387, 6508, 2249, 588, 5393, 9854, 2761, 10451, 9769, 588, 3665, 2943, 468, 8705]","[9291, 6778, 2249, 6508, 9854, 824, 2169, 2417]",0
"[5515, 8667, 588, 8085, 2249, 3876, 6993, 824, 9513, 9876, 588, 7700, 2520, 588, 6111, 824, 9513, 9876, 7580]","[5091, 683, 8667, 588, 8085]",1
"[5091, 5233, 9876, 5590, 824, 5494, 3259, 6053, 588, 368]","[5091, 5233, 9876, 5590, 5385, 824, 2169, 368]",0
"[5091, 5421, 4850, 824, 588, 9846, 9193, 2249, 2851, 8867, 991, 8395, 6993, 4299, 8815, 344, 3083]","[5091, 4850, 6993, 1044, 2169, 9815]",0
"[5091, 4850, 6993, 6929, 1105, 8815, 4866, 3477, 6111, 794, 8705, 588, 5393]","[9291, 4850, 6993, 1867, 824, 707, 3639]",0
"[6593, 9614, 2355, 707, 4117]","[9291, 10768, 9614, 2618, 3480, 1362, 707, 4117, 1513]",0
"[5091, 7626, 7823, 824, 5551, 6053, 588, 9846, 2602, 8956, 10320, 2672, 2169, 4075, 2249, 2169, 9614, 3368, 8956, 7580, 6412, 8203, 2672, 2169, 4075]","[8387, 7986, 10320, 2672, 588, 4075]",1
"[8926, 2169, 6923, 2249, 9854, 9191, 1469, 3616, 2169, 10768, 7626, 824, 2169, 2851, 9193, 5743, 2041, 2169, 2221, 7228]","[5091, 10768, 7626, 4143, 824, 2169, 6186, 9876, 1421, 9267]",0
"[7176, 824, 9224, 2782, 6433, 6053, 9189, 309]","[5091, 7626, 6053, 588, 9189, 309, 6993, 824, 588, 9224, 2782, 6433]",1
"[3559, 9846, 2249, 10385, 1680, 3520, 4945, 755, 2169, 3216, 2249, 4350, 6053, 588, 2709, 1022, 9769, 5191, 9705, 6942, 7110, 824, 2169, 10449]","[9484, 1680, 3520, 8538, 2169, 3216]",1
"[5091, 5393, 2520, 588, 217, 6993, 7957, 9769, 3034, 5393, 4311, 588, 2277, 6053, 2169, 501]","[9291, 5393, 6993, 9389, 6053, 588, 9228, 6072, 4441, 1421, 217]",0
"[5091, 6314, 2249, 5543, 5338, 10001, 6053, 588, 2851, 6314, 824, 8815, 2718, 1853, 2520, 10595, 3514, 10507]","[9291, 5338, 6993, 5385, 2672, 588, 1721, 3337]",0
"[5091, 5393, 6993, 1044, 588, 9851, 9007, 9769, 3034, 7458, 824, 2169, 7088]","[9291, 4205, 6778, 9854, 7594, 588, 10332, 8940, 2168]",0
"[5091, 2975, 824, 6877, 4299, 3797, 2169, 6923, 6060, 9457, 10501, 862, 2249, 7380]","[9291, 2975, 6993, 4299, 3797, 4610]",1
"[5091, 355, 7626, 4984, 824, 588, 246, 9876, 5257, 2886]","[5091, 7626, 6993, 1219, 668]",1
